Date,Cyano,Green.Algae,Diatoms,Total.Conc,Mesocosm.No,Pred.Treatment,Heat.Treatment,Treatment,Rep,Period
18/07/2019,0.22,0.05,1.13,1.4,1,Absent,Future,2,1,Initial
18/07/2019,0.16,0.38,0.54,1.08,2,Absent,Future,2,2,Initial
18/07/2019,0.32,0,1.71,2.03,3,Present,Future,1,1,Initial
18/07/2019,0.17,0,1.7,1.87,4,Present,Future,1,2,Initial
18/07/2019,0.41,0.2,2.03,2.64,5,Absent,Future,2,3,Initial
18/07/2019,0.57,0,2.34,2.91,6,Absent,Future,2,4,Initial
18/07/2019,0.46,0,2.52,2.98,7,Present,Future,1,3,Initial
18/07/2019,0.17,0.49,0.59,1.25,8,Present,Future,1,4,Initial
18/07/2019,0.25,0,1.26,1.51,9,Absent,Future,2,5,Initial
18/07/2019,0.32,0.02,1.21,1.55,10,Absent,Future,2,6,Initial
18/07/2019,0.38,0.61,1.23,2.22,11,Present,Future,1,5,Initial
18/07/2019,0.35,0,1.6,1.95,12,Present,Future,1,6,Initial
18/07/2019,0.51,0.2,2.5,3.21,13,Absent,Future,2,7,Initial
18/07/2019,0.29,0,1.23,1.52,14,Absent,Future,2,8,Initial
18/07/2019,0.36,0,2.15,2.51,15,Present,Future,1,7,Initial
18/07/2019,0.24,0.03,1.61,1.88,16,Present,Future,1,8,Initial
18/07/2019,0.17,0.23,0.64,1.04,17,Absent,Current,4,1,Initial
18/07/2019,0.41,0,1.86,2.27,18,Absent,Current,4,2,Initial
18/07/2019,0.28,0.12,1.56,1.96,19,Present,Current,3,1,Initial
18/07/2019,0.26,0,1.27,1.53,20,Present,Current,3,2,Initial
18/07/2019,0.17,0,1.87,2.04,21,Absent,Current,4,3,Initial
18/07/2019,0.31,0,2.21,2.52,22,Absent,Current,4,4,Initial
18/07/2019,0.42,0.07,2.06,2.55,23,Present,Current,3,3,Initial
18/07/2019,0.33,0,1.49,1.82,24,Present,Current,3,4,Initial
18/07/2019,0.35,0,2.23,2.58,25,Absent,Current,4,5,Initial
18/07/2019,0.22,0.09,0.96,1.27,26,Absent,Current,4,6,Initial
18/07/2019,0.28,0,1.38,1.66,27,Present,Current,3,5,Initial
18/07/2019,0.31,0,1.35,1.66,28,Present,Current,3,6,Initial
18/07/2019,0.32,0,2.36,2.68,29,Absent,Current,4,7,Initial
18/07/2019,0.3,0.5,1.84,2.64,30,Absent,Current,4,8,Initial
18/07/2019,0.31,0,1.9,2.21,31,Present,Current,3,7,Initial
18/07/2019,0.3,0,1.67,1.97,32,Present,Current,3,8,Initial
18/07/2019,0.44,0.78,1.55,2.77,33,Absent,Ambient,6,1,Ambient
18/07/2019,0.22,0,1.28,1.5,34,Absent,Ambient,6,2,Ambient
18/07/2019,0.25,0,1.56,1.81,35,Present,Ambient,5,1,Ambient
18/07/2019,0.23,0,1.03,1.26,36,Present,Ambient,5,2,Ambient
18/07/2019,0.26,0,1.6,1.86,37,Absent,Ambient,6,3,Ambient
18/07/2019,0.35,0,1.51,1.86,38,Absent,Ambient,6,4,Ambient
18/07/2019,0.42,0,1.74,2.16,39,Present,Ambient,5,3,Ambient
18/07/2019,0.31,0,1.54,1.85,40,Present,Ambient,5,4,Ambient
18/07/2019,0.29,0,1.4,1.69,41,Absent,Ambient,6,5,Ambient
18/07/2019,0.34,0,1.77,2.11,42,Absent,Ambient,6,6,Ambient
18/07/2019,0.28,0,2.05,2.33,43,Present,Ambient,5,5,Ambient
18/07/2019,0.35,0,2.15,2.5,44,Present,Ambient,5,6,Ambient
18/07/2019,0.28,0.46,1.47,2.21,45,Absent,Ambient,6,7,Ambient
18/07/2019,0.28,0.22,2.12,2.62,46,Absent,Ambient,6,8,Ambient
18/07/2019,0.29,0,2.13,2.42,47,Present,Ambient,5,7,Ambient
18/07/2019,0.2,0,1.4,1.6,48,Present,Ambient,5,8,Ambient
19/07/2019,0.17,0.25,0.64,1.06,1,Absent,Future,2,1,Initial
19/07/2019,0.2,0.3,0.67,1.17,2,Absent,Future,2,2,Initial
19/07/2019,0.39,0,2.09,2.48,3,Present,Future,1,1,Initial
19/07/2019,0.34,0,2.05,2.39,4,Present,Future,1,2,Initial
19/07/2019,0.34,0.11,1.36,1.81,5,Absent,Future,2,3,Initial
19/07/2019,0.57,0,2.09,2.66,6,Absent,Future,2,4,Initial
19/07/2019,0.51,0,2.76,3.27,7,Present,Future,1,3,Initial
19/07/2019,0.17,0.35,0.54,1.06,8,Present,Future,1,4,Initial
19/07/2019,0.28,0,1.61,1.89,9,Absent,Future,2,5,Initial
19/07/2019,0.28,0.22,1.19,1.69,10,Absent,Future,2,6,Initial
19/07/2019,0.52,0,1.57,2.09,11,Present,Future,1,5,Initial
19/07/2019,0.32,0,1.82,2.14,12,Present,Future,1,6,Initial
19/07/2019,0.61,0,3.02,3.63,13,Absent,Future,2,7,Initial
19/07/2019,0.33,0,1.55,1.88,14,Absent,Future,2,8,Initial
19/07/2019,0.71,0,2.64,3.35,15,Present,Future,1,7,Initial
19/07/2019,0.31,0,1.72,2.03,16,Present,Future,1,8,Initial
19/07/2019,0.21,0.26,0.73,1.2,17,Absent,Current,4,1,Initial
19/07/2019,0.39,0.09,1.97,2.45,18,Absent,Current,4,2,Initial
19/07/2019,0.33,0.28,1.47,2.08,19,Present,Current,3,1,Initial
19/07/2019,0.32,0,1.35,1.67,20,Present,Current,3,2,Initial
19/07/2019,0.26,0,2.36,2.62,21,Absent,Current,4,3,Initial
19/07/2019,0.39,0,2.03,2.42,22,Absent,Current,4,4,Initial
19/07/2019,0.4,0,2.05,2.45,23,Present,Current,3,3,Initial
19/07/2019,0.36,0,1.88,2.24,24,Present,Current,3,4,Initial
19/07/2019,0.41,0,2.28,2.69,25,Absent,Current,4,5,Initial
19/07/2019,0.24,0,0.93,1.17,26,Absent,Current,4,6,Initial
19/07/2019,0.4,0,1.92,2.32,27,Present,Current,3,5,Initial
19/07/2019,0.26,0.06,1.24,1.56,28,Present,Current,3,6,Initial
19/07/2019,0.46,0,3.07,3.53,29,Absent,Current,4,7,Initial
19/07/2019,0.36,0,1.87,2.23,30,Absent,Current,4,8,Initial
19/07/2019,0.33,0,1.43,1.76,31,Present,Current,3,7,Initial
19/07/2019,0.46,0,2.07,2.53,32,Present,Current,3,8,Initial
19/07/2019,0.64,0.36,2.29,3.29,33,Absent,Ambient,6,1,Ambient
19/07/2019,0.35,0,1.38,1.73,34,Absent,Ambient,6,2,Ambient
19/07/2019,0.42,0,2.17,2.59,35,Present,Ambient,5,1,Ambient
19/07/2019,0.38,0,1.37,1.75,36,Present,Ambient,5,2,Ambient
19/07/2019,0.34,0,1.61,1.95,37,Absent,Ambient,6,3,Ambient
19/07/2019,0.25,0.12,1.06,1.43,38,Absent,Ambient,6,4,Ambient
19/07/2019,0.31,0,2.05,2.36,39,Present,Ambient,5,3,Ambient
19/07/2019,0.29,0,1.11,1.4,40,Present,Ambient,5,4,Ambient
19/07/2019,0.2,0,1.4,1.6,41,Absent,Ambient,6,5,Ambient
19/07/2019,0.28,0,1.86,2.14,42,Absent,Ambient,6,6,Ambient
19/07/2019,0.38,0,1.61,1.99,43,Present,Ambient,5,5,Ambient
19/07/2019,0.34,0,1.73,2.07,44,Present,Ambient,5,6,Ambient
19/07/2019,0.28,0.1,1.42,1.8,45,Absent,Ambient,6,7,Ambient
19/07/2019,0.4,0,2,2.4,46,Absent,Ambient,6,8,Ambient
19/07/2019,0.29,0,2.66,2.95,47,Present,Ambient,5,7,Ambient
19/07/2019,0.33,0,1.2,1.53,48,Present,Ambient,5,8,Ambient
20/07/2019,0.19,0.19,0.39,0.77,1,Absent,Future,2,1,Initial
20/07/2019,0.16,0.16,0.26,0.58,2,Absent,Future,2,2,Initial
20/07/2019,0.28,0,0.68,0.96,3,Present,Future,1,1,Initial
20/07/2019,0.21,0,0.59,0.8,4,Present,Future,1,2,Initial
20/07/2019,0.25,0.09,0.5,0.84,5,Absent,Future,2,3,Initial
20/07/2019,0.45,0,0.87,1.32,6,Absent,Future,2,4,Initial
20/07/2019,0.35,0,0.89,1.24,7,Present,Future,1,3,Initial
20/07/2019,0.15,0.12,0.25,0.52,8,Present,Future,1,4,Initial
20/07/2019,0.26,0,0.59,0.85,9,Absent,Future,2,5,Initial
20/07/2019,0.2,0.04,0.43,0.67,10,Absent,Future,2,6,Initial
20/07/2019,0.55,0.43,1.55,2.53,11,Present,Future,1,5,Initial
20/07/2019,0.28,0.01,0.58,0.87,12,Present,Future,1,6,Initial
20/07/2019,0.41,0.17,0.95,1.53,13,Absent,Future,2,7,Initial
20/07/2019,0.22,0,0.54,0.76,14,Absent,Future,2,8,Initial
20/07/2019,0.43,0,0.98,1.41,15,Present,Future,1,7,Initial
20/07/2019,0.25,0.01,0.61,0.87,16,Present,Future,1,8,Initial
20/07/2019,0.15,0.11,0.28,0.54,17,Absent,Current,4,1,Initial
20/07/2019,0.35,0,0.78,1.13,18,Absent,Current,4,2,Initial
20/07/2019,0.26,0.68,0.91,1.85,19,Present,Current,3,1,Initial
20/07/2019,0.21,0,0.61,0.82,20,Present,Current,3,2,Initial
20/07/2019,0.26,0,0.78,1.04,21,Absent,Current,4,3,Initial
20/07/2019,0.23,0,0.67,0.9,22,Absent,Current,4,4,Initial
20/07/2019,0.34,0.04,0.79,1.17,23,Present,Current,3,3,Initial
20/07/2019,0.31,0,0.73,1.04,24,Present,Current,3,4,Initial
20/07/2019,0.29,0,0.81,1.1,25,Absent,Current,4,5,Initial
20/07/2019,0.15,0.08,0.26,0.49,26,Absent,Current,4,6,Initial
20/07/2019,0.25,0.04,0.65,0.94,27,Present,Current,3,5,Initial
20/07/2019,0.19,0,0.5,0.69,28,Present,Current,3,6,Initial
20/07/2019,0.38,0,1.5,1.88,29,Absent,Current,4,7,Initial
20/07/2019,0.32,0,0.83,1.15,30,Absent,Current,4,8,Initial
20/07/2019,0.21,0,0.52,0.73,31,Present,Current,3,7,Initial
20/07/2019,0.29,0.01,0.81,1.11,32,Present,Current,3,8,Initial
20/07/2019,0.37,0.16,0.84,1.37,33,Absent,Ambient,6,1,Ambient
20/07/2019,0.17,0,0.52,0.69,34,Absent,Ambient,6,2,Ambient
20/07/2019,0.26,0,0.71,0.97,35,Present,Ambient,5,1,Ambient
20/07/2019,0.2,0.07,0.46,0.73,36,Present,Ambient,5,2,Ambient
20/07/2019,0.26,0,0.65,0.91,37,Absent,Ambient,6,3,Ambient
20/07/2019,0.19,0.06,0.5,0.75,38,Absent,Ambient,6,4,Ambient
20/07/2019,0.26,0,0.65,0.91,39,Present,Ambient,5,3,Ambient
20/07/2019,0.17,0,0.5,0.67,40,Present,Ambient,5,4,Ambient
20/07/2019,0.22,0,0.52,0.74,41,Absent,Ambient,6,5,Ambient
20/07/2019,0.25,0,0.63,0.88,42,Absent,Ambient,6,6,Ambient
20/07/2019,0.28,0,0.68,0.96,43,Present,Ambient,5,5,Ambient
20/07/2019,0.25,0,0.61,0.86,44,Present,Ambient,5,6,Ambient
20/07/2019,0.21,0,0.53,0.74,45,Absent,Ambient,6,7,Ambient
20/07/2019,0.3,0,0.79,1.09,46,Absent,Ambient,6,8,Ambient
20/07/2019,0.34,0,1.3,1.64,47,Present,Ambient,5,7,Ambient
20/07/2019,0.19,0.03,0.38,0.6,48,Present,Ambient,5,8,Ambient
21/07/2019,0.16,0.37,0.35,0.88,1,Absent,Future,2,1,Initial
21/07/2019,0.21,0.36,0.44,1.01,2,Absent,Future,2,2,Initial
21/07/2019,0.24,0,1.62,1.86,3,Present,Future,1,1,Initial
21/07/2019,0.26,0,1.22,1.48,4,Present,Future,1,2,Initial
21/07/2019,0.34,0.25,0.98,1.57,5,Absent,Future,2,3,Initial
21/07/2019,0.49,0,1.28,1.77,6,Absent,Future,2,4,Initial
21/07/2019,0.46,0,1.76,2.22,7,Present,Future,1,3,Initial
21/07/2019,0.15,0.45,0.28,0.88,8,Present,Future,1,4,Initial
21/07/2019,0.38,0,1.2,1.58,9,Absent,Future,2,5,Initial
21/07/2019,0.26,0.2,0.94,1.4,10,Absent,Future,2,6,Initial
21/07/2019,0.47,0.37,1.6,2.44,11,Present,Future,1,5,Initial
21/07/2019,0.35,0,1.86,2.21,12,Present,Future,1,6,Initial
21/07/2019,0.61,0,2.06,2.67,13,Absent,Future,2,7,Initial
21/07/2019,0.35,0.1,1.31,1.76,14,Absent,Future,2,8,Initial
21/07/2019,0.56,0,2.21,2.77,15,Present,Future,1,7,Initial
21/07/2019,0.3,0.04,1.16,1.5,16,Present,Future,1,8,Initial
21/07/2019,0.12,0.15,0.2,0.47,17,Absent,Current,4,1,Initial
21/07/2019,0.33,0,1.12,1.45,18,Absent,Current,4,2,Initial
21/07/2019,0.29,0.28,1.6,2.17,19,Present,Current,3,1,Initial
21/07/2019,0.27,0,1.12,1.39,20,Present,Current,3,2,Initial
21/07/2019,0.28,0,1.08,1.36,21,Absent,Current,4,3,Initial
21/07/2019,0.34,0,1.32,1.66,22,Absent,Current,4,4,Initial
21/07/2019,0.33,0.3,0.85,1.48,23,Present,Current,3,3,Initial
21/07/2019,0.32,0,1.09,1.41,24,Present,Current,3,4,Initial
21/07/2019,0.34,0,1.24,1.58,25,Absent,Current,4,5,Initial
21/07/2019,0.14,0.2,0.36,0.7,26,Absent,Current,4,6,Initial
21/07/2019,0.37,0,1.67,2.04,27,Present,Current,3,5,Initial
21/07/2019,0.2,0.1,0.68,0.98,28,Present,Current,3,6,Initial
21/07/2019,0.55,0,2.91,3.46,29,Absent,Current,4,7,Initial
21/07/2019,0.39,0,1.2,1.59,30,Absent,Current,4,8,Initial
21/07/2019,0.19,0.04,0.72,0.95,31,Present,Current,3,7,Initial
21/07/2019,0.29,0.1,1.03,1.42,32,Present,Current,3,8,Initial
21/07/2019,0.43,0.06,1.58,2.07,33,Absent,Ambient,6,1,Ambient
21/07/2019,0.27,0.01,0.87,1.15,34,Absent,Ambient,6,2,Ambient
21/07/2019,0.29,0,1.1,1.39,35,Present,Ambient,5,1,Ambient
21/07/2019,0.21,0.23,0.61,1.05,36,Present,Ambient,5,2,Ambient
21/07/2019,0.23,0,0.66,0.89,37,Absent,Ambient,6,3,Ambient
21/07/2019,0.16,0.1,0.4,0.66,38,Absent,Ambient,6,4,Ambient
21/07/2019,0.24,0.03,0.56,0.83,39,Present,Ambient,5,3,Ambient
21/07/2019,0.21,0,0.66,0.87,40,Present,Ambient,5,4,Ambient
21/07/2019,0.18,0.04,0.52,0.74,41,Absent,Ambient,6,5,Ambient
21/07/2019,0.3,0,1.05,1.35,42,Absent,Ambient,6,6,Ambient
21/07/2019,0.27,0,0.8,1.07,43,Present,Ambient,5,5,Ambient
21/07/2019,0.28,0,1.72,2,44,Present,Ambient,5,6,Ambient
21/07/2019,0.34,0,1.16,1.5,45,Absent,Ambient,6,7,Ambient
21/07/2019,0.32,0,0.95,1.27,46,Absent,Ambient,6,8,Ambient
21/07/2019,0.33,0,1.29,1.62,47,Present,Ambient,5,7,Ambient
21/07/2019,0.23,0.14,0.61,0.98,48,Present,Ambient,5,8,Ambient
22/07/2019,0.19,0.32,0.51,1.02,1,Absent,Future,2,1,Initial
22/07/2019,0.2,0.33,0.36,0.89,2,Absent,Future,2,2,Initial
22/07/2019,0.21,0,1.94,2.15,3,Present,Future,1,1,Initial
22/07/2019,0.27,0,1.16,1.43,4,Present,Future,1,2,Initial
22/07/2019,0.24,0.22,0.57,1.03,5,Absent,Future,2,3,Initial
22/07/2019,0.49,0,1.07,1.56,6,Absent,Future,2,4,Initial
22/07/2019,0.35,0.04,1.31,1.7,7,Present,Future,1,3,Initial
22/07/2019,0.22,0.23,0.38,0.83,8,Present,Future,1,4,Initial
22/07/2019,0.4,0,1.13,1.53,9,Absent,Future,2,5,Initial
22/07/2019,0.25,0.17,0.77,1.19,10,Absent,Future,2,6,Initial
22/07/2019,0.48,0,1.33,1.81,11,Present,Future,1,5,Initial
22/07/2019,0.41,0,1.56,1.97,12,Present,Future,1,6,Initial
22/07/2019,0.41,0,1.37,1.78,13,Absent,Future,2,7,Initial
22/07/2019,0.3,0,0.89,1.19,14,Absent,Future,2,8,Initial
22/07/2019,0.39,0.04,1.04,1.47,15,Present,Future,1,7,Initial
22/07/2019,0.19,0.08,0.57,0.84,16,Present,Future,1,8,Initial
22/07/2019,0.12,0.17,0.23,0.52,17,Absent,Current,4,1,Initial
22/07/2019,0.48,0,1.24,1.72,18,Absent,Current,4,2,Initial
22/07/2019,0.33,0.12,0.95,1.4,19,Present,Current,3,1,Initial
22/07/2019,0.27,0.03,0.87,1.17,20,Present,Current,3,2,Initial
22/07/2019,0.23,0,1.58,1.81,21,Absent,Current,4,3,Initial
22/07/2019,0.21,0,1.38,1.59,22,Absent,Current,4,4,Initial
22/07/2019,0.44,0.2,1.2,1.84,23,Present,Current,3,3,Initial
22/07/2019,0.54,0,2.78,3.32,24,Present,Current,3,4,Initial
22/07/2019,0.34,0,1.24,1.58,25,Absent,Current,4,5,Initial
22/07/2019,0.19,0.19,0.4,0.78,26,Absent,Current,4,6,Initial
22/07/2019,0.36,0,1.97,2.33,27,Present,Current,3,5,Initial
22/07/2019,0.21,0.18,0.78,1.17,28,Present,Current,3,6,Initial
22/07/2019,0.36,0,2.11,2.47,29,Absent,Current,4,7,Initial
22/07/2019,0.33,0,1.21,1.54,30,Absent,Current,4,8,Initial
22/07/2019,0.25,0,1.25,1.5,31,Present,Current,3,7,Initial
22/07/2019,0.38,0,1.46,1.84,32,Present,Current,3,8,Initial
22/07/2019,0.4,0,1.79,2.19,33,Absent,Ambient,6,1,Ambient
22/07/2019,0.39,0,1.71,2.1,34,Absent,Ambient,6,2,Ambient
22/07/2019,0.34,0,1.5,1.84,35,Present,Ambient,5,1,Ambient
22/07/2019,0.32,0.05,1.48,1.85,36,Present,Ambient,5,2,Ambient
22/07/2019,0.26,0,0.86,1.12,37,Absent,Ambient,6,3,Ambient
22/07/2019,0.19,0.37,0.89,1.45,38,Absent,Ambient,6,4,Ambient
22/07/2019,0.25,0.15,0.7,1.1,39,Present,Ambient,5,3,Ambient
22/07/2019,0.26,0,0.99,1.25,40,Present,Ambient,5,4,Ambient
22/07/2019,0.22,0,0.67,0.89,41,Absent,Ambient,6,5,Ambient
22/07/2019,0.42,0,1.51,1.93,42,Absent,Ambient,6,6,Ambient
22/07/2019,0.2,0,1.19,1.39,43,Present,Ambient,5,5,Ambient
22/07/2019,0.27,0,1.31,1.58,44,Present,Ambient,5,6,Ambient
22/07/2019,0.2,0,0.78,0.98,45,Absent,Ambient,6,7,Ambient
22/07/2019,0.39,0,1.28,1.67,46,Absent,Ambient,6,8,Ambient
22/07/2019,0.33,0,2.5,2.83,47,Present,Ambient,5,7,Ambient
22/07/2019,0.32,0.05,1.07,1.44,48,Present,Ambient,5,8,Ambient
22/07/2019,0.5,0,2.12,2.62,9,Absent,Future,2,5.1,Initial
22/07/2019,0.76,0,2.59,3.35,9,Absent,Future,2,5.2,Initial
22/07/2019,0.46,0,2.15,2.61,10,Absent,Future,2,6.1,Initial
22/07/2019,0.61,0,3.48,4.09,10,Absent,Future,2,6.2,Initial
22/07/2019,0.59,0,2.5,3.09,11,Present,Future,1,5.1,Initial
22/07/2019,0.27,0,1.25,1.52,11,Present,Future,1,5.2,Initial
22/07/2019,0.9,0,3.38,4.28,12,Present,Future,1,6.1,Initial
22/07/2019,0.52,0,2.99,3.51,12,Present,Future,1,6.2,Initial
22/07/2019,0.52,0,2.8,3.32,13,Absent,Future,2,7.1,Initial
22/07/2019,0.28,0.08,1.97,2.33,13,Absent,Future,2,7.2,Initial
22/07/2019,0.42,0.06,2.19,2.67,14,Absent,Future,2,8.1,Initial
22/07/2019,0.22,0,1.26,1.48,14,Absent,Future,2,8.2,Initial
22/07/2019,0.64,0,3.32,3.96,15,Present,Future,1,7.1,Initial
22/07/2019,0.29,0,1.17,1.46,15,Present,Future,1,7.2,Initial
22/07/2019,0.29,0,2.15,2.44,16,Present,Future,1,8.1,Initial
22/07/2019,0.42,0,2.45,2.87,16,Present,Future,1,8.2,Initial
22/07/2019,0.46,0,2.44,2.9,25,Absent,Current,4,5.1,Initial
22/07/2019,0.33,0.22,2.16,2.71,25,Absent,Current,4,5.2,Initial
22/07/2019,0.23,0.53,0.88,1.64,26,Absent,Current,4,6.1,Initial
22/07/2019,0.63,0.12,2.29,3.04,26,Absent,Current,4,6.2,Initial
22/07/2019,0.45,0,3,3.45,27,Present,Current,3,5.1,Initial
22/07/2019,0.32,0.04,1.84,2.2,27,Present,Current,3,5.2,Initial
22/07/2019,0.23,0.44,1.48,2.15,28,Present,Current,3,6.1,Initial
22/07/2019,0.2,0.18,1.47,1.85,28,Present,Current,3,6.2,Initial
22/07/2019,0.32,0,3.64,3.96,29,Absent,Current,4,7.1,Initial
22/07/2019,0.36,0,1.78,2.14,29,Absent,Current,4,7.2,Initial
22/07/2019,0.28,0.37,1.44,2.09,30,Absent,Current,4,8.1,Initial
22/07/2019,0.35,0.72,1.38,2.45,30,Absent,Current,4,8.2,Initial
22/07/2019,0.39,0.94,1.63,2.96,31,Present,Current,3,7.1,Initial
22/07/2019,0.38,0,2.42,2.8,31,Present,Current,3,7.2,Initial
22/07/2019,0.76,0,3.99,4.75,32,Present,Current,3,8.1,Initial
22/07/2019,0.39,0,2.71,3.1,32,Present,Current,3,8.2,Initial
22/07/2019,0.24,0.42,1.46,2.12,41,Absent,Ambient,6,5.1,Ambient
22/07/2019,0.43,0,2.77,3.2,41,Absent,Ambient,6,5.2,Ambient
22/07/2019,0.24,0,1.61,1.85,42,Absent,Ambient,6,6.1,Ambient
22/07/2019,0.4,0,3.5,3.9,42,Absent,Ambient,6,6.2,Ambient
22/07/2019,0.57,0,2.8,3.37,43,Present,Ambient,5,5.1,Ambient
22/07/2019,0.39,0.18,2.57,3.14,43,Present,Ambient,5,5.2,Ambient
22/07/2019,0.4,0,2.98,3.38,44,Present,Ambient,5,6.1,Ambient
22/07/2019,0.19,0,1.11,1.3,44,Present,Ambient,5,6.2,Ambient
22/07/2019,0.34,0.17,2.32,2.83,45,Absent,Ambient,6,7.1,Ambient
22/07/2019,0.49,0.13,2.75,3.37,45,Absent,Ambient,6,7.2,Ambient
22/07/2019,0.56,0.36,2.36,3.28,46,Absent,Ambient,6,8.1,Ambient
22/07/2019,0.32,0,2.15,2.47,46,Absent,Ambient,6,8.2,Ambient
22/07/2019,0.38,0,2.71,3.09,47,Present,Ambient,5,7.1,Ambient
22/07/2019,0.32,0.09,2.12,2.53,47,Present,Ambient,5,7.2,Ambient
22/07/2019,0.36,0,1.81,2.17,48,Present,Ambient,5,8.1,Ambient
22/07/2019,0.58,0,2.64,3.22,48,Present,Ambient,5,8.2,Ambient
23/07/2019,0.28,0,1.21,1.49,1,Absent,Future,2,1,Initial
23/07/2019,0.22,0.42,0.69,1.33,2,Absent,Future,2,2,Initial
23/07/2019,0.33,0,2.38,2.71,3,Present,Future,1,1,Initial
23/07/2019,0.48,0,2.61,3.09,4,Present,Future,1,2,Initial
23/07/2019,0.28,0.31,0.92,1.51,5,Absent,Future,2,3,Initial
23/07/2019,0.36,0,1.58,1.94,6,Absent,Future,2,4,Initial
23/07/2019,0.43,0,1.89,2.32,7,Present,Future,1,3,Initial
23/07/2019,0.21,0.27,0.48,0.96,8,Present,Future,1,4,Initial
23/07/2019,0.35,0.16,1.46,1.97,9,Absent,Future,2,5,Initial
23/07/2019,0.31,0.11,1.52,1.94,10,Absent,Future,2,6,Initial
23/07/2019,0.67,0,2.08,2.75,11,Present,Future,1,5,Initial
23/07/2019,0.46,0,2.57,3.03,12,Present,Future,1,6,Initial
23/07/2019,0.59,0,2.51,3.1,13,Absent,Future,2,7,Initial
23/07/2019,0.34,0.04,1.33,1.71,14,Absent,Future,2,8,Initial
23/07/2019,0.65,0,2.19,2.84,15,Present,Future,1,7,Initial
23/07/2019,0.39,0,1.9,2.29,16,Present,Future,1,8,Initial
23/07/2019,0.2,0.28,0.56,1.04,17,Absent,Current,4,1,Initial
23/07/2019,0.59,0,2.16,2.75,18,Absent,Current,4,2,Initial
23/07/2019,0.27,0.52,1.22,2.01,19,Present,Current,3,1,Initial
23/07/2019,0.34,0,1.78,2.12,20,Present,Current,3,2,Initial
23/07/2019,0.34,0,2.15,2.49,21,Absent,Current,4,3,Initial
23/07/2019,0.41,0,2.99,3.4,22,Absent,Current,4,4,Initial
23/07/2019,0.52,0.07,2.07,2.66,23,Present,Current,3,3,Initial
23/07/2019,0.32,0,3.27,3.59,24,Present,Current,3,4,Initial
23/07/2019,0.41,0,2.48,2.89,25,Absent,Current,4,5,Initial
23/07/2019,0.16,0.41,0.53,1.1,26,Absent,Current,4,6,Initial
23/07/2019,0.5,0,2.99,3.49,27,Present,Current,3,5,Initial
23/07/2019,0.29,0,2.54,2.83,28,Present,Current,3,6,Initial
23/07/2019,0.18,0,4.39,4.57,29,Absent,Current,4,7,Initial
23/07/2019,0.39,0,1.85,2.24,30,Absent,Current,4,8,Initial
23/07/2019,0.31,0,1.82,2.13,31,Present,Current,3,7,Initial
23/07/2019,0.53,0,2.3,2.83,32,Present,Current,3,8,Initial
23/07/2019,0.4,0,2.7,3.1,33,Absent,Ambient,6,1,Ambient
23/07/2019,0.46,0,2.45,2.91,34,Absent,Ambient,6,2,Ambient
23/07/2019,0.49,0,2.46,2.95,35,Present,Ambient,5,1,Ambient
23/07/2019,0.3,0,1.8,2.1,36,Present,Ambient,5,2,Ambient
23/07/2019,0.32,0,1.52,1.84,37,Absent,Ambient,6,3,Ambient
23/07/2019,0.28,0,1.38,1.66,38,Absent,Ambient,6,4,Ambient
23/07/2019,0.3,0.14,1.32,1.76,39,Present,Ambient,5,3,Ambient
23/07/2019,0.33,0,1.57,1.9,40,Present,Ambient,5,4,Ambient
23/07/2019,0.24,0,1.22,1.46,41,Absent,Ambient,6,5,Ambient
23/07/2019,0.41,0,2.09,2.5,42,Absent,Ambient,6,6,Ambient
23/07/2019,0.45,0,2.27,2.72,43,Present,Ambient,5,5,Ambient
23/07/2019,0.42,0,2.48,2.9,44,Present,Ambient,5,6,Ambient
23/07/2019,0.23,0,1.67,1.9,45,Absent,Ambient,6,7,Ambient
23/07/2019,0.52,0,2.1,2.62,46,Absent,Ambient,6,8,Ambient
23/07/2019,0.27,0,3.69,3.96,47,Present,Ambient,5,7,Ambient
23/07/2019,0.22,0,2,2.22,48,Present,Ambient,5,8,Ambient
23/07/2019,0.45,0,1.96,2.41,9,Absent,Future,2,5.1,Initial
23/07/2019,0.64,0,2.1,2.74,9,Absent,Future,2,5.2,Initial
23/07/2019,0.32,0,1.38,1.7,10,Absent,Future,2,6.1,Initial
23/07/2019,0.35,0,1.6,1.95,10,Absent,Future,2,6.2,Initial
23/07/2019,0.38,0.01,1.65,2.04,11,Present,Future,1,5.1,Initial
23/07/2019,0.24,0.08,1.3,1.62,11,Present,Future,1,5.2,Initial
23/07/2019,0.47,0,1.66,2.13,12,Present,Future,1,6.1,Initial
23/07/2019,0.53,0,2.55,3.08,12,Present,Future,1,6.2,Initial
23/07/2019,0.47,0,2.59,3.06,13,Absent,Future,2,7.1,Initial
23/07/2019,0.33,0,1.66,1.99,13,Absent,Future,2,7.2,Initial
23/07/2019,0.32,0.08,1.07,1.47,14,Absent,Future,2,8.1,Initial
23/07/2019,0.2,0,1.19,1.39,14,Absent,Future,2,8.2,Initial
23/07/2019,0.53,0,2.48,3.01,15,Present,Future,1,7.1,Initial
23/07/2019,0.19,0.12,0.7,1.01,15,Present,Future,1,7.2,Initial
23/07/2019,0.27,0,1.91,2.18,16,Present,Future,1,8.1,Initial
23/07/2019,0.42,0,1.87,2.29,16,Present,Future,1,8.2,Initial
