Date,Cyano,Green.Algae,Diatoms,Total.Conc,Mesocosm.No,Pred.Treatment,Heat.Treatment,Treatment,Rep,Period
12/08/2019,0.93,0,4.28,5.21,35,Present,Ambient,5,1.2,Ambient.2
12/08/2019,0.8,0,2.31,3.11,35,Present,Ambient,5,1,Ambient.2
12/08/2019,0.84,0,2.49,3.33,36,Present,Ambient,5,2.1,Ambient.2
12/08/2019,0.59,0,2.5,3.09,36,Present,Ambient,5,2.2,Ambient.2
12/08/2019,0.67,0,2.66,3.33,36,Present,Ambient,5,2,Ambient.2
12/08/2019,0.57,0,1.59,2.16,37,Absent,Ambient,6,3.1,Ambient.2
12/08/2019,0.56,0,2.44,3,37,Absent,Ambient,6,3.2,Ambient.2
12/08/2019,0.54,0,2.79,3.33,37,Absent,Ambient,6,3,Ambient.2
12/08/2019,0.61,0,1.97,2.58,38,Absent,Ambient,6,4.1,Ambient.2
12/08/2019,0.59,0,2.91,3.5,38,Absent,Ambient,6,4.2,Ambient.2
12/08/2019,0.42,0,3.3,3.72,38,Absent,Ambient,6,4,Ambient.2
12/08/2019,0.6,0,2.02,2.62,39,Present,Ambient,5,3.1,Ambient.2
12/08/2019,0.78,0,2.19,2.97,39,Present,Ambient,5,3.2,Ambient.2
12/08/2019,0.63,0,2.38,3.01,39,Present,Ambient,5,3,Ambient.2
12/08/2019,0.71,0,2.61,3.32,40,Present,Ambient,5,4.1,Ambient.2
12/08/2019,0.73,0,2.98,3.71,40,Present,Ambient,5,4.2,Ambient.2
12/08/2019,0.81,0,3.18,3.99,40,Present,Ambient,5,4,Ambient.2
12/08/2019,0.77,0,2.87,3.64,41,Absent,Ambient,6,5.1,Ambient.2
12/08/2019,0.63,0,2.53,3.16,41,Absent,Ambient,6,5.2,Ambient.2
12/08/2019,0.53,0,2.63,3.16,41,Absent,Ambient,6,5,Ambient.2
12/08/2019,0.64,0,1.89,2.53,42,Absent,Ambient,6,6.1,Ambient.2
12/08/2019,0.6,0,2.75,3.35,42,Absent,Ambient,6,6.2,Ambient.2
12/08/2019,0.58,0,2.08,2.66,42,Absent,Ambient,6,6,Ambient.2
12/08/2019,0.77,0,2.42,3.19,43,Present,Ambient,5,5.1,Ambient.2
12/08/2019,0.71,0,2.46,3.17,43,Present,Ambient,5,5.2,Ambient.2
12/08/2019,0.8,0,3.14,3.94,43,Present,Ambient,5,5,Ambient.2
12/08/2019,0.83,0,2.59,3.42,44,Present,Ambient,5,6.1,Ambient.2
12/08/2019,0.81,0,3.11,3.92,44,Present,Ambient,5,6.2,Ambient.2
12/08/2019,0.79,0,3.08,3.87,44,Present,Ambient,5,6,Ambient.2
12/08/2019,0.52,0,2.52,3.04,45,Absent,Ambient,6,7.1,Ambient.2
12/08/2019,0.72,0,3.02,3.74,45,Absent,Ambient,6,7.2,Ambient.2
12/08/2019,0.57,0,2.44,3.01,45,Absent,Ambient,6,7,Ambient.2
12/08/2019,0.76,0,2.43,3.19,46,Absent,Ambient,6,8.1,Ambient.2
12/08/2019,0.64,0,2.59,3.23,46,Absent,Ambient,6,8.2,Ambient.2
12/08/2019,0.72,0,3.6,4.32,46,Absent,Ambient,6,8,Ambient.2
12/08/2019,0.46,0,1.63,2.09,47,Present,Ambient,5,7.1,Ambient.2
12/08/2019,0.55,0,2.47,3.02,47,Present,Ambient,5,7.2,Ambient.2
12/08/2019,0.6,0,2.12,2.72,47,Present,Ambient,5,7,Ambient.2
12/08/2019,1.13,0,5.18,6.31,48,Present,Ambient,5,8.1,Ambient.2
12/08/2019,1.02,0,3.12,4.14,48,Present,Ambient,5,8.2,Ambient.2
12/08/2019,0.84,0,3.22,4.06,48,Present,Ambient,5,8,Ambient.2
13/08/2019,0.36,0,1.16,1.52,1,Absent,Future,2,1,Recovery
13/08/2019,0.46,0,1.93,2.39,2,Absent,Future,2,2.1,Recovery
13/08/2019,0.45,0,2.14,2.59,2,Absent,Future,2,2.2,Recovery
13/08/2019,0.37,0,1.65,2.02,2,Absent,Future,2,2,Recovery
13/08/2019,0.51,0,1.13,1.64,3,Present,Future,1,1.1,Recovery
13/08/2019,0.48,0,1.24,1.72,3,Present,Future,1,1.2,Recovery
13/08/2019,0.52,0,1.26,1.78,3,Present,Future,1,1,Recovery
13/08/2019,0.49,0,1.4,1.89,4,Present,Future,1,2.1,Recovery
13/08/2019,0.76,0,3.07,3.83,4,Present,Future,1,2.2,Recovery
13/08/2019,0.84,0,2.72,3.56,4,Present,Future,1,2,Recovery
13/08/2019,0.59,0,1.69,2.28,5,Absent,Future,2,3.1,Recovery
13/08/2019,0.5,0,2.03,2.53,5,Absent,Future,2,3.2,Recovery
13/08/2019,0.57,0,2.01,2.58,5,Absent,Future,2,3,Recovery
13/08/2019,0.69,0,2.29,2.98,6,Absent,Future,2,4.1,Recovery
13/08/2019,0.48,0,1.91,2.39,6,Absent,Future,2,4.2,Recovery
13/08/2019,0.48,0,2.02,2.5,6,Absent,Future,2,4,Recovery
13/08/2019,0.96,0,4.16,5.12,7,Present,Future,1,3.1,Recovery
13/08/2019,0.76,0,2.95,3.71,7,Present,Future,1,3.2,Recovery
13/08/2019,0.67,0,2.47,3.14,7,Present,Future,1,3,Recovery
13/08/2019,0.66,0,1.59,2.25,8,Present,Future,1,4.1,Recovery
13/08/2019,0.51,0,1.45,1.96,8,Present,Future,1,4.2,Recovery
13/08/2019,0.75,0,1.6,2.35,8,Present,Future,1,4,Recovery
13/08/2019,0.64,0,1.85,2.49,9,Absent,Future,2,5.1,Recovery
13/08/2019,0.94,0,3.02,3.96,9,Absent,Future,2,5.2,Recovery
13/08/2019,0.56,0,1.71,2.27,9,Absent,Future,2,5,Recovery
13/08/2019,0.5,0,1.54,2.04,10,Absent,Future,2,6.1,Recovery
13/08/2019,0.57,0,1.86,2.43,10,Absent,Future,2,6.2,Recovery
13/08/2019,0.51,0,1.69,2.2,10,Absent,Future,2,6,Recovery
13/08/2019,0.54,0,1.9,2.44,11,Present,Future,1,5.1,Recovery
13/08/2019,0.57,0,1.27,1.84,11,Present,Future,1,5.2,Recovery
13/08/2019,0.43,0,1.07,1.5,11,Present,Future,1,5,Recovery
13/08/2019,0.56,0,1.59,2.15,12,Present,Future,1,6.1,Recovery
13/08/2019,0.42,0,1.74,2.16,12,Present,Future,1,6.2,Recovery
13/08/2019,0.85,0,3.95,4.8,12,Present,Future,1,6,Recovery
13/08/2019,0.59,0,1.69,2.28,13,Absent,Future,2,7.1,Recovery
13/08/2019,0.43,0,2.45,2.88,13,Absent,Future,2,7.2,Recovery
13/08/2019,0.43,0,1.54,1.97,13,Absent,Future,2,7,Recovery
13/08/2019,0.59,0,1.52,2.11,14,Absent,Future,2,8.1,Recovery
13/08/2019,0.62,0,2.27,2.89,14,Absent,Future,2,8.2,Recovery
13/08/2019,0.57,0,1.81,2.38,14,Absent,Future,2,8,Recovery
13/08/2019,0.48,0,1.85,2.33,15,Present,Future,1,7.1,Recovery
13/08/2019,0.45,0,1.2,1.65,15,Present,Future,1,7.2,Recovery
13/08/2019,0.67,0,2.08,2.75,15,Present,Future,1,7,Recovery
13/08/2019,0.56,0,1.45,2.01,16,Present,Future,1,8.1,Recovery
13/08/2019,0.5,0,1.73,2.23,16,Present,Future,1,8.2,Recovery
13/08/2019,0.66,0,1.66,2.32,16,Present,Future,1,8,Recovery
13/08/2019,0.5,0,1.66,2.16,17,Absent,Current,4,1,Recovery
13/08/2019,0.5,0,1.39,1.89,18,Absent,Current,4,2.1,Recovery
13/08/2019,0.44,0,1.45,1.89,18,Absent,Current,4,2.2,Recovery
13/08/2019,0.25,0,1.12,1.37,18,Absent,Current,4,2,Recovery
13/08/2019,0.6,0,1.54,2.14,19,Present,Current,3,1.1,Recovery
13/08/2019,0.49,0,1.24,1.73,19,Present,Current,3,1.2,Recovery
13/08/2019,0.47,0,1.22,1.69,19,Present,Current,3,1,Recovery
13/08/2019,0.35,0,1.06,1.41,20,Present,Current,3,2.1,Recovery
13/08/2019,0.53,0,1.54,2.07,20,Present,Current,3,2.2,Recovery
13/08/2019,0.4,0,1.31,1.71,20,Present,Current,3,2,Recovery
13/08/2019,0.53,0,1.17,1.7,21,Absent,Current,4,3.1,Recovery
13/08/2019,0.44,0,1.94,2.38,21,Absent,Current,4,3.2,Recovery
13/08/2019,0.5,0,1.56,2.06,21,Absent,Current,4,3,Recovery
13/08/2019,0.59,0,1.41,2,22,Absent,Current,4,4.1,Recovery
13/08/2019,0.47,0,1.49,1.96,22,Absent,Current,4,4.2,Recovery
13/08/2019,0.48,0,1.37,1.85,22,Absent,Current,4,4,Recovery
13/08/2019,0.41,0,1.03,1.44,23,Present,Current,3,3.1,Recovery
13/08/2019,0.58,0,1.43,2.01,23,Present,Current,3,3.2,Recovery
13/08/2019,0.48,0,1.03,1.51,23,Present,Current,3,3,Recovery
13/08/2019,0.5,0,1.31,1.81,24,Present,Current,3,4.1,Recovery
13/08/2019,0.51,0,1.49,2,24,Present,Current,3,4.2,Recovery
13/08/2019,0.57,0,1.57,2.14,24,Present,Current,3,4,Recovery
13/08/2019,0.69,0,1.76,2.45,25,Absent,Current,4,5.1,Recovery
13/08/2019,0.4,0,1.19,1.59,25,Absent,Current,4,5.2,Recovery
13/08/2019,0.45,0,1.11,1.56,25,Absent,Current,4,5,Recovery
13/08/2019,0.34,0,0.86,1.2,26,Absent,Current,4,6.1,Recovery
13/08/2019,0.49,0,2.01,2.5,26,Absent,Current,4,6.2,Recovery
13/08/2019,0.41,0,1.21,1.62,26,Absent,Current,4,6,Recovery
13/08/2019,0.59,0,2.46,3.05,27,Present,Current,3,5.1,Recovery
13/08/2019,0.66,0,2.25,2.91,27,Present,Current,3,5.2,Recovery
13/08/2019,0.85,0,2.54,3.39,27,Present,Current,3,5,Recovery
13/08/2019,0.48,0,0.88,1.36,28,Present,Current,3,6.1,Recovery
13/08/2019,0.43,0,1.17,1.6,28,Present,Current,3,6.2,Recovery
13/08/2019,0.61,0,2.14,2.75,28,Present,Current,3,6,Recovery
13/08/2019,0.48,0,1.16,1.64,29,Absent,Current,4,7.1,Recovery
13/08/2019,0.57,0,1.76,2.33,29,Absent,Current,4,7.2,Recovery
13/08/2019,0.49,0,1.48,1.97,29,Absent,Current,4,7,Recovery
13/08/2019,0.49,0,1.13,1.62,30,Absent,Current,4,8.1,Recovery
13/08/2019,0.48,0,1.46,1.94,30,Absent,Current,4,8.2,Recovery
13/08/2019,0.67,0,2.45,3.12,30,Absent,Current,4,8,Recovery
13/08/2019,0.57,0,1.76,2.33,31,Present,Current,3,7.1,Recovery
13/08/2019,0.55,0,0.93,1.48,31,Present,Current,3,7.2,Recovery
13/08/2019,0.53,0,1.3,1.83,31,Present,Current,3,7,Recovery
13/08/2019,0.66,0,1.69,2.35,32,Present,Current,3,8.1,Recovery
13/08/2019,0.58,0,1.35,1.93,32,Present,Current,3,8.2,Recovery
13/08/2019,0.81,0,2.57,3.38,32,Present,Current,3,8,Recovery
13/08/2019,0.68,0,2,2.68,33,Absent,Ambient,6,1.1,Ambient.2
13/08/2019,0.53,0,1.43,1.96,33,Absent,Ambient,6,1.2,Ambient.2
13/08/2019,0.5,0,1.8,2.3,33,Absent,Ambient,6,1,Ambient.2
13/08/2019,0.42,0,1.06,1.48,34,Absent,Ambient,6,2.1,Ambient.2
13/08/2019,0.74,0,3.03,3.77,34,Absent,Ambient,6,2.2,Ambient.2
13/08/2019,0.35,0,1.22,1.57,34,Absent,Ambient,6,2,Ambient.2
13/08/2019,0.48,0,1.07,1.55,35,Present,Ambient,5,1.1,Ambient.2
13/08/2019,0.65,0,2.46,3.11,35,Present,Ambient,5,1.2,Ambient.2
13/08/2019,0.56,0,1.59,2.15,35,Present,Ambient,5,1,Ambient.2
13/08/2019,0.56,0,1.11,1.67,36,Present,Ambient,5,2.1,Ambient.2
13/08/2019,0.5,0,1.47,1.97,36,Present,Ambient,5,2.2,Ambient.2
13/08/2019,0.41,0,1.01,1.42,36,Present,Ambient,5,2,Ambient.2
13/08/2019,0.5,0,1.29,1.79,37,Absent,Ambient,6,3.1,Ambient.2
13/08/2019,0.49,0,1.39,1.88,37,Absent,Ambient,6,3.2,Ambient.2
13/08/2019,0.62,0,1.83,2.45,37,Absent,Ambient,6,3,Ambient.2
13/08/2019,0.45,0.02,0.94,1.41,38,Absent,Ambient,6,4.1,Ambient.2
13/08/2019,0.38,0,1.39,1.77,38,Absent,Ambient,6,4.2,Ambient.2
13/08/2019,0.49,0,1.52,2.01,38,Absent,Ambient,6,4,Ambient.2
13/08/2019,0.5,0,1.01,1.51,39,Present,Ambient,5,3.1,Ambient.2
13/08/2019,0.53,0,1.33,1.86,39,Present,Ambient,5,3.2,Ambient.2
13/08/2019,0.44,0,1.02,1.46,39,Present,Ambient,5,3,Ambient.2
13/08/2019,0.47,0,1.2,1.67,40,Present,Ambient,5,4.1,Ambient.2
13/08/2019,0.45,0,1.39,1.84,40,Present,Ambient,5,4.2,Ambient.2
13/08/2019,0.45,0,1.67,2.12,40,Present,Ambient,5,4,Ambient.2
13/08/2019,0.59,0,1.18,1.77,41,Absent,Ambient,6,5.1,Ambient.2
13/08/2019,0.54,0,1.21,1.75,41,Absent,Ambient,6,5.2,Ambient.2
13/08/2019,0.43,0,1.37,1.8,41,Absent,Ambient,6,5,Ambient.2
13/08/2019,0.49,0.13,0.89,1.51,42,Absent,Ambient,6,6.1,Ambient.2
13/08/2019,0.49,0,1.39,1.88,42,Absent,Ambient,6,6.2,Ambient.2
13/08/2019,0.49,0,1.31,1.8,42,Absent,Ambient,6,6,Ambient.2
13/08/2019,0.63,0,1.87,2.5,43,Present,Ambient,5,5.1,Ambient.2
13/08/2019,0.55,0,1.68,2.23,43,Present,Ambient,5,5.2,Ambient.2
13/08/2019,0.43,0,1.31,1.74,43,Present,Ambient,5,5,Ambient.2
13/08/2019,0.54,0,1.22,1.76,44,Present,Ambient,5,6.1,Ambient.2
13/08/2019,0.41,0,0.87,1.28,44,Present,Ambient,5,6.2,Ambient.2
13/08/2019,0.72,0,2.14,2.86,44,Present,Ambient,5,6,Ambient.2
13/08/2019,0.46,0,1.25,1.71,45,Absent,Ambient,6,7.1,Ambient.2
13/08/2019,0.55,0,2.1,2.65,45,Absent,Ambient,6,7.2,Ambient.2
13/08/2019,0.46,0,1.54,2,45,Absent,Ambient,6,7,Ambient.2
13/08/2019,0.49,0,1.02,1.51,46,Absent,Ambient,6,8.1,Ambient.2
13/08/2019,0.53,0,1.38,1.91,46,Absent,Ambient,6,8.2,Ambient.2
13/08/2019,0.57,0,1.89,2.46,46,Absent,Ambient,6,8,Ambient.2
13/08/2019,0.44,0,1,1.44,47,Present,Ambient,5,7.1,Ambient.2
13/08/2019,0.59,0,2.12,2.71,47,Present,Ambient,5,7.2,Ambient.2
13/08/2019,0.5,0,1.57,2.07,47,Present,Ambient,5,7,Ambient.2
13/08/2019,0.68,0,1.69,2.37,48,Present,Ambient,5,8.1,Ambient.2
13/08/2019,0.88,0,2.42,3.3,48,Present,Ambient,5,8.2,Ambient.2
13/08/2019,0.69,0,2.2,2.89,48,Present,Ambient,5,8,Ambient.2
14/08/2019,0.4,0,2.1,2.5,1,Absent,Future,2,1,Recovery
14/08/2019,0.67,0,3.75,4.42,2,Absent,Future,2,2.1,Recovery
14/08/2019,0.63,0,3.05,3.68,2,Absent,Future,2,2.2,Recovery
14/08/2019,0.44,0,2.68,3.12,2,Absent,Future,2,2,Recovery
14/08/2019,1.05,0,3.07,4.12,3,Present,Future,1,1.1,Recovery
14/08/2019,0.89,0,3.01,3.9,3,Present,Future,1,1.2,Recovery
14/08/2019,0.7,0,2.85,3.55,3,Present,Future,1,1,Recovery
14/08/2019,0.66,0,2.49,3.15,4,Present,Future,1,2.1,Recovery
14/08/2019,1.37,0,4.29,5.66,4,Present,Future,1,2.2,Recovery
14/08/2019,0.83,0,4.5,5.33,4,Present,Future,1,2,Recovery
14/08/2019,0.78,0,4,4.78,5,Absent,Future,2,3.1,Recovery
14/08/2019,0.69,0,3.3,3.99,5,Absent,Future,2,3.2,Recovery
14/08/2019,0.49,0,2.82,3.31,5,Absent,Future,2,3,Recovery
14/08/2019,1.01,0,3.26,4.27,6,Absent,Future,2,4.1,Recovery
14/08/2019,0.78,0,3.57,4.35,6,Absent,Future,2,4.2,Recovery
14/08/2019,0.36,0,3.12,3.48,6,Absent,Future,2,4,Recovery
14/08/2019,0.97,0,4.52,5.49,7,Present,Future,1,3.1,Recovery
14/08/2019,1.06,0,3.33,4.39,7,Present,Future,1,3.2,Recovery
14/08/2019,0.94,0,3.61,4.55,7,Present,Future,1,3,Recovery
14/08/2019,0.74,0,2.73,3.47,8,Present,Future,1,4.1,Recovery
14/08/2019,0.85,0,3.04,3.89,8,Present,Future,1,4.2,Recovery
14/08/2019,1.04,0,2.45,3.49,8,Present,Future,1,4,Recovery
14/08/2019,0.66,0,2.71,3.37,9,Absent,Future,2,5.1,Recovery
14/08/2019,0.89,0,3,3.89,9,Absent,Future,2,5.2,Recovery
14/08/2019,0.67,0,2.58,3.25,9,Absent,Future,2,5,Recovery
14/08/2019,0.56,0,1.93,2.49,10,Absent,Future,2,6.1,Recovery
14/08/2019,0.52,0,3.71,4.23,10,Absent,Future,2,6.2,Recovery
14/08/2019,0.52,0,2.86,3.38,10,Absent,Future,2,6,Recovery
14/08/2019,0.66,0,2.38,3.04,11,Present,Future,1,5.1,Recovery
14/08/2019,0.56,0,2.49,3.05,11,Present,Future,1,5.2,Recovery
14/08/2019,0.57,0,1.98,2.55,11,Present,Future,1,5,Recovery
14/08/2019,0.71,0,3.6,4.31,12,Present,Future,1,6.1,Recovery
14/08/2019,0.42,0,2.81,3.23,12,Present,Future,1,6.2,Recovery
14/08/2019,0.74,0,4.16,4.9,12,Present,Future,1,6,Recovery
14/08/2019,0.72,0,3.02,3.74,13,Absent,Future,2,7.1,Recovery
14/08/2019,0.55,0,2.46,3.01,13,Absent,Future,2,7.2,Recovery
14/08/2019,0.34,0,2.96,3.3,13,Absent,Future,2,7,Recovery
14/08/2019,0.51,0,2.1,2.61,14,Absent,Future,2,8.1,Recovery
14/08/2019,0.62,0,3.33,3.95,14,Absent,Future,2,8.2,Recovery
14/08/2019,0.57,0,2.84,3.41,14,Absent,Future,2,8,Recovery
14/08/2019,0.82,0,3.32,4.14,15,Present,Future,1,7.1,Recovery
14/08/2019,0.68,0,3.19,3.87,15,Present,Future,1,7.2,Recovery
14/08/2019,0.92,0,3.45,4.37,15,Present,Future,1,7,Recovery
14/08/2019,0.97,0,4.34,5.31,16,Present,Future,1,8.1,Recovery
14/08/2019,0.89,0,3.19,4.08,16,Present,Future,1,8.2,Recovery
14/08/2019,1.04,0,3.75,4.79,16,Present,Future,1,8,Recovery
14/08/2019,0.5,0,3,3.5,17,Absent,Current,4,1,Recovery
14/08/2019,0.51,0,2.89,3.4,18,Absent,Current,4,2.1,Recovery
14/08/2019,0.47,0,2.78,3.25,18,Absent,Current,4,2.2,Recovery
14/08/2019,0.32,0,2.06,2.38,18,Absent,Current,4,2,Recovery
14/08/2019,0.86,0,3.71,4.57,19,Present,Current,3,1.1,Recovery
14/08/2019,0.76,0,2.18,2.94,19,Present,Current,3,1.2,Recovery
14/08/2019,0.39,0.03,1.56,1.98,19,Present,Current,3,1,Recovery
14/08/2019,0.43,0,1.95,2.38,20,Present,Current,3,2.1,Recovery
14/08/2019,0.45,0,2.78,3.23,20,Present,Current,3,2.2,Recovery
14/08/2019,0.84,0,3.22,4.06,20,Present,Current,3,2,Recovery
14/08/2019,0.7,0,3.25,3.95,21,Absent,Current,4,3.1,Recovery
14/08/2019,0.67,0,3.19,3.86,21,Absent,Current,4,3.2,Recovery
14/08/2019,0.51,0,2.67,3.18,21,Absent,Current,4,3,Recovery
14/08/2019,0.64,0,3.64,4.28,22,Absent,Current,4,4.1,Recovery
14/08/2019,0.58,0,2.64,3.22,22,Absent,Current,4,4.2,Recovery
14/08/2019,0.58,0,2.12,2.7,22,Absent,Current,4,4,Recovery
14/08/2019,0.56,0,2.25,2.81,23,Present,Current,3,3.1,Recovery
14/08/2019,0.89,0,2.88,3.77,23,Present,Current,3,3.2,Recovery
14/08/2019,1.01,0,3.53,4.54,23,Present,Current,3,3,Recovery
14/08/2019,0.87,0,3.69,4.56,24,Present,Current,3,4.1,Recovery
14/08/2019,0.79,0,3.35,4.14,24,Present,Current,3,4.2,Recovery
14/08/2019,0.77,0,2.85,3.62,24,Present,Current,3,4,Recovery
14/08/2019,0.73,0,3.29,4.02,25,Absent,Current,4,5.1,Recovery
14/08/2019,0.49,0,2.44,2.93,25,Absent,Current,4,5.2,Recovery
14/08/2019,0.53,0,2.52,3.05,25,Absent,Current,4,5,Recovery
14/08/2019,0.5,0,1.81,2.31,26,Absent,Current,4,6.1,Recovery
14/08/2019,0.38,0,2.74,3.12,26,Absent,Current,4,6.2,Recovery
14/08/2019,0.5,0,2.1,2.6,26,Absent,Current,4,6,Recovery
14/08/2019,0.7,0,3.67,4.37,27,Present,Current,3,5.1,Recovery
14/08/2019,0.71,0,3.61,4.32,27,Present,Current,3,5.2,Recovery
14/08/2019,0.45,0,2.88,3.33,27,Present,Current,3,5,Recovery
14/08/2019,0.83,0,2.99,3.82,28,Present,Current,3,6.1,Recovery
14/08/2019,0.79,0,2.97,3.76,28,Present,Current,3,6.2,Recovery
14/08/2019,0.68,0,2.73,3.41,28,Present,Current,3,6,Recovery
14/08/2019,0.52,0,2.08,2.6,29,Absent,Current,4,7.1,Recovery
14/08/2019,0.51,0,2.07,2.58,29,Absent,Current,4,7.2,Recovery
14/08/2019,0.55,0,2.58,3.13,29,Absent,Current,4,7,Recovery
14/08/2019,0.54,0,2.92,3.46,30,Absent,Current,4,8.1,Recovery
14/08/2019,0.44,0,2.17,2.61,30,Absent,Current,4,8.2,Recovery
14/08/2019,0.44,0,3.14,3.58,30,Absent,Current,4,8,Recovery
14/08/2019,0.75,0,3.42,4.17,31,Present,Current,3,7.1,Recovery
14/08/2019,1.13,0,2.69,3.82,31,Present,Current,3,7.2,Recovery
14/08/2019,1.01,0,4.18,5.19,31,Present,Current,3,7,Recovery
14/08/2019,0.85,0,2.59,3.44,32,Present,Current,3,8.1,Recovery
14/08/2019,0.8,0,2.82,3.62,32,Present,Current,3,8.2,Recovery
14/08/2019,0.83,0,3.48,4.31,32,Present,Current,3,8,Recovery
14/08/2019,0.43,0,3.53,3.96,33,Absent,Ambient,6,1.1,Ambient.2
14/08/2019,0.52,0,2.51,3.03,33,Absent,Ambient,6,1.2,Ambient.2
14/08/2019,0.76,0,2.89,3.65,33,Absent,Ambient,6,1,Ambient.2
14/08/2019,0.74,0,2.99,3.73,34,Absent,Ambient,6,2.1,Ambient.2
14/08/2019,0.69,0,2.95,3.64,34,Absent,Ambient,6,2.2,Ambient.2
14/08/2019,0.6,0,1.99,2.59,34,Absent,Ambient,6,2,Ambient.2
14/08/2019,0.74,0,2.57,3.31,35,Present,Ambient,5,1.1,Ambient.2
14/08/2019,0.87,0,3.28,4.15,35,Present,Ambient,5,1.2,Ambient.2
14/08/2019,0.85,0,2.78,3.63,35,Present,Ambient,5,1,Ambient.2
14/08/2019,0.76,0,2.01,2.77,36,Present,Ambient,5,2.1,Ambient.2
14/08/2019,0.74,0,3,3.74,36,Present,Ambient,5,2.2,Ambient.2
14/08/2019,0.42,0,3.06,3.48,36,Present,Ambient,5,2,Ambient.2
14/08/2019,0.69,0,2.62,3.31,37,Absent,Ambient,6,3.1,Ambient.2
14/08/2019,0.64,0,2.64,3.28,37,Absent,Ambient,6,3.2,Ambient.2
14/08/2019,0.6,0,2.62,3.22,37,Absent,Ambient,6,3,Ambient.2
14/08/2019,0.58,0,2.3,2.88,38,Absent,Ambient,6,4.1,Ambient.2
14/08/2019,0.53,0,2.43,2.96,38,Absent,Ambient,6,4.2,Ambient.2
14/08/2019,0.54,0,2.57,3.11,38,Absent,Ambient,6,4,Ambient.2
14/08/2019,0.57,0,2.2,2.77,39,Present,Ambient,5,3.1,Ambient.2
14/08/2019,0.71,0,2.85,3.56,39,Present,Ambient,5,3.2,Ambient.2
14/08/2019,0.58,0,2.4,2.98,39,Present,Ambient,5,3,Ambient.2
14/08/2019,0.94,0,3.99,4.93,40,Present,Ambient,5,4.1,Ambient.2
14/08/2019,0.72,0,2.82,3.54,40,Present,Ambient,5,4.2,Ambient.2
14/08/2019,0.97,0,4.1,5.07,40,Present,Ambient,5,4,Ambient.2
14/08/2019,0.82,0,3.87,4.69,41,Absent,Ambient,6,5.1,Ambient.2
14/08/2019,0.71,0,2.36,3.07,41,Absent,Ambient,6,5.2,Ambient.2
14/08/2019,0.6,0,2.52,3.12,41,Absent,Ambient,6,5,Ambient.2
14/08/2019,0.63,0,2.05,2.68,42,Absent,Ambient,6,6.1,Ambient.2
14/08/2019,0.53,0,2.61,3.14,42,Absent,Ambient,6,6.2,Ambient.2
14/08/2019,0.47,0,1.77,2.24,42,Absent,Ambient,6,6,Ambient.2
14/08/2019,0.98,0,3.98,4.96,43,Present,Ambient,5,5.1,Ambient.2
14/08/2019,0.8,0,3.07,3.87,43,Present,Ambient,5,5.2,Ambient.2
14/08/2019,0.78,0,3.66,4.44,43,Present,Ambient,5,5,Ambient.2
14/08/2019,1.06,0,3.34,4.4,44,Present,Ambient,5,6.1,Ambient.2
14/08/2019,1.12,0,3.72,4.84,44,Present,Ambient,5,6.2,Ambient.2
14/08/2019,1.15,0,3.97,5.12,44,Present,Ambient,5,6,Ambient.2
14/08/2019,0.58,0,2.62,3.2,45,Absent,Ambient,6,7.1,Ambient.2
14/08/2019,0.54,0,2.64,3.18,45,Absent,Ambient,6,7.2,Ambient.2
14/08/2019,0.48,0,2,2.48,45,Absent,Ambient,6,7,Ambient.2
14/08/2019,0.75,0,2.56,3.31,46,Absent,Ambient,6,8.1,Ambient.2
14/08/2019,0.64,0,2.65,3.29,46,Absent,Ambient,6,8.2,Ambient.2
14/08/2019,0.54,0,2.48,3.02,46,Absent,Ambient,6,8,Ambient.2
14/08/2019,0.62,0,2.25,2.87,47,Present,Ambient,5,7.1,Ambient.2
14/08/2019,0.83,0,2.28,3.11,47,Present,Ambient,5,7.2,Ambient.2
14/08/2019,0.7,0,2.75,3.45,47,Present,Ambient,5,7,Ambient.2
14/08/2019,1.05,0,4.55,5.6,48,Present,Ambient,5,8.1,Ambient.2
14/08/2019,0.93,0,2.88,3.81,48,Present,Ambient,5,8.2,Ambient.2
14/08/2019,0.86,0,4.32,5.18,48,Present,Ambient,5,8,Ambient.2
15/08/2019,0.32,0,1.56,1.88,1,Absent,Future,2,1,Recovery
15/08/2019,0.74,0,3.72,4.46,2,Absent,Future,2,2.1,Recovery
15/08/2019,0.61,0,2.71,3.32,2,Absent,Future,2,2.2,Recovery
15/08/2019,0.38,0,2.72,3.1,2,Absent,Future,2,2,Recovery
15/08/2019,0.73,0,2.43,3.16,3,Present,Future,1,1.1,Recovery
15/08/2019,0.67,0,2.31,2.98,3,Present,Future,1,1.2,Recovery
15/08/2019,0.61,0,2.15,2.76,3,Present,Future,1,1,Recovery
15/08/2019,0.41,0,3.07,3.48,4,Present,Future,1,2.1,Recovery
15/08/2019,0.95,0,4.32,5.27,4,Present,Future,1,2.2,Recovery
15/08/2019,0.83,0,3.68,4.51,4,Present,Future,1,2,Recovery
15/08/2019,0.61,0,3.47,4.08,5,Absent,Future,2,3.1,Recovery
15/08/2019,0.53,0,2.57,3.1,5,Absent,Future,2,3.2,Recovery
15/08/2019,0.53,0,2.42,2.95,5,Absent,Future,2,3,Recovery
15/08/2019,0.65,0,2.58,3.23,6,Absent,Future,2,4.1,Recovery
15/08/2019,0.62,0,3.23,3.85,6,Absent,Future,2,4.2,Recovery
